癌症診斷年,性別,縣市別,癌症別,年齡標準化發生率  WHO 2000世界標準人口 (每10萬人口) ,癌症發生數,平均年齡,年齡中位數,粗率 (每10萬人口)
2021,女,屏東縣,腦,3.03,12,45.42,50,3.04
2021,女,屏東縣,其他神經系統,0.11,1,70,70,0.25
2021,女,屏東縣,甲狀腺,21.39,111,49.98,50,28.11
2021,女,屏東縣,其他內分泌腺,0.66,3,42.67,40,0.76
2021,女,屏東縣,不明原發部位,1.23,12,76.58,79,3.04
2021,女,屏東縣,何杰金氏淋巴瘤,0.43,2,42.5,42.5,0.51
2021,女,屏東縣,白血病,8.15,47,62.38,66,11.9
2021,女,屏東縣,非何杰金氏淋巴瘤,5.27,39,65.46,67,9.88
2021,女,屏東縣,漿細胞瘤,1.32,11,66.27,64,2.79
2021,女,屏東縣,全癌症,284.46,"2,019",62.98,64,511.31
2021,女,澎湖縣,胃,4.93,4,58.25,50.5,7.75
2021,女,澎湖縣,小腸,1.45,1,52,52,1.94
2021,女,澎湖縣,結直腸,17.97,20,70.3,71.5,38.75
2021,女,澎湖縣,肝及肝內膽管,14.85,20,77.5,82.5,38.75
2021,女,澎湖縣,膽囊及肝外膽管,0.68,1,83,83,1.94
2021,女,澎湖縣,胰,3.61,5,78.2,79,9.69
2021,女,澎湖縣,後腹膜腔及腹膜,0.96,1,65,65,1.94
2021,女,澎湖縣,肺、支氣管及氣管,58.23,52,62.06,61.5,100.75
2021,女,澎湖縣,胸腺、心臟與中隔,1.21,1,56,56,1.94
2021,女,澎湖縣,骨、關節及關節軟骨,1.21,1,55,55,1.94
2021,女,澎湖縣,結締組織、皮下組織及其他軟組織,0.68,1,84,84,1.94
2021,女,澎湖縣,皮膚,7.37,8,72.63,75.5,15.5
2021,女,澎湖縣,女性乳房,36.44,32,61.44,61.5,62
2021,女,澎湖縣,子宮頸,5.71,4,51.75,54,7.75
2021,女,澎湖縣,子宮體,9.71,8,60.13,55,15.5
2021,女,澎湖縣,卵巢、輸卵管及寬韌帶,5.94,5,59.6,54,9.69
2021,女,澎湖縣,膀胱,3.31,4,74.25,72,7.75
2021,女,澎湖縣,腎,2.23,2,60,60,3.88
2021,女,澎湖縣,甲狀腺,12.52,9,51.89,55,17.44
2021,女,澎湖縣,其他內分泌腺,1.21,1,56,56,1.94
2021,女,澎湖縣,白血病,15.07,8,50,56.5,15.5
2021,女,澎湖縣,非何杰金氏淋巴瘤,9.24,5,45.4,53,9.69
2021,女,澎湖縣,全癌症,214.51,193,63.74,64,373.95
2021,女,花蓮縣,口腔、口咽及下咽,7.66,23,64.13,63,14.47
2021,女,花蓮縣,主唾液腺,0.79,2,53.5,53.5,1.26
2021,女,花蓮縣,鼻咽,0.55,1,44,44,0.63
2021,女,花蓮縣,食道,3.83,11,60.73,61,6.92
2021,女,花蓮縣,胃,8.15,26,69.46,72,16.36
2021,女,花蓮縣,小腸,0.59,2,70.5,70.5,1.26
2021,女,花蓮縣,結直腸,26.84,86,66.7,66.5,54.1
2021,女,花蓮縣,肝及肝內膽管,17.24,61,70.92,71,38.38
2021,女,花蓮縣,膽囊及肝外膽管,2.47,9,73.11,68,5.66
2021,女,花蓮縣,胰,5.33,20,71.95,72.5,12.58
2021,女,花蓮縣,後腹膜腔及腹膜,0.88,4,82,82,2.52
2021,女,花蓮縣,鼻腔、中耳及副鼻竇,0.55,1,41,41,0.63
2021,女,花蓮縣,喉,0.81,3,70,64,1.89
2021,女,花蓮縣,肺、支氣管及氣管,31.39,107,69.51,69,67.31
2021,女,花蓮縣,胸膜,0.56,2,69.5,69.5,1.26
2021,女,花蓮縣,胸腺、心臟與中隔,0.92,2,49,49,1.26
2021,女,花蓮縣,結締組織、皮下組織及其他軟組織,2.7,6,54.5,54,3.77
2021,女,花蓮縣,皮膚,5.45,22,76.82,76.5,13.84
2021,女,花蓮縣,女性乳房,79.59,209,59.17,59,131.48
2021,女,花蓮縣,子宮頸,5.03,12,56.83,61,7.55
2021,女,花蓮縣,子宮體,11.61,34,62.56,63,21.39
2021,女,花蓮縣,卵巢、輸卵管及寬韌帶,14.4,36,56.94,57.5,22.65
2021,女,花蓮縣,其他女性生殖器官,0.97,4,78.25,84.5,2.52
2021,女,花蓮縣,膀胱,4.49,16,71.81,73.5,10.07
2021,女,花蓮縣,腎,0.88,3,73,79,1.89
2021,女,花蓮縣,腎盂及其他泌尿系統,4.39,14,66,67.5,8.81
2021,女,花蓮縣,腦,1.74,2,44,44,1.26
2021,女,花蓮縣,甲狀腺,12,24,48.54,47.5,15.1
2021,女,花蓮縣,其他內分泌腺,1.37,1,5,5,0.63
2021,女,花蓮縣,不明原發部位,0.51,2,77.5,77.5,1.26
2021,女,花蓮縣,何杰金氏淋巴瘤,0.22,1,82,82,0.63
2021,女,花蓮縣,白血病,6.43,23,71.65,70,14.47
2021,女,花蓮縣,非何杰金氏淋巴瘤,8.23,23,63.22,68,14.47
2021,女,花蓮縣,漿細胞瘤,1.88,7,74.29,79,4.4
2021,女,花蓮縣,全癌症,270.45,799,64.6,65,502.65
2021,女,台東縣,口腔、口咽及下咽,12.87,30,70.43,71,28.87
2021,女,台東縣,主唾液腺,0.94,2,61.5,61.5,1.92
2021,女,台東縣,鼻咽,3.48,5,52.6,54,4.81
2021,女,台東縣,食道,5.99,11,60,60,10.58
2021,女,台東縣,胃,10.13,23,71.52,81,22.13
2021,女,台東縣,小腸,1.08,2,62,62,1.92
2021,女,台東縣,結直腸,24.73,48,63.65,62.5,46.19
2021,女,台東縣,肝及肝內膽管,18.96,42,69.48,69.5,40.41
2021,女,台東縣,膽囊及肝外膽管,4.04,10,71.7,67.5,9.62
2021,女,台東縣,胰,3.99,9,70.89,74,8.66
2021,女,台東縣,後腹膜腔及腹膜,0.99,2,66.5,66.5,1.92
2021,女,台東縣,鼻腔、中耳及副鼻竇,0.97,2,67,67,1.92
2021,女,台東縣,喉,1.13,3,71.67,67,2.89
2021,女,台東縣,肺、支氣管及氣管,29.71,60,65.68,65.5,57.74
2021,女,台東縣,胸腺、心臟與中隔,0.98,2,61,61,1.92
2021,女,台東縣,結締組織、皮下組織及其他軟組織,2.15,4,67,73.5,3.85
2021,女,台東縣,皮膚,7.13,20,77.15,81.5,19.25
2021,女,台東縣,女性乳房,72.7,121,57.24,58,116.43
2021,女,台東縣,子宮頸,11.01,15,51.8,48,14.43
2021,女,台東縣,子宮體,20.86,31,53.61,54,29.83
2021,女,台東縣,卵巢、輸卵管及寬韌帶,2.37,3,48.33,47,2.89
2021,女,台東縣,膀胱,2.21,5,68.6,66,4.81
2021,女,台東縣,腎,0.66,1,54,54,0.96
2021,女,台東縣,腎盂及其他泌尿系統,1.37,4,81,81,3.85
2021,女,台東縣,眼及淚腺,0.31,1,81,81,0.96
2021,女,台東縣,腦,4.43,5,54.6,68,4.81
2021,女,台東縣,甲狀腺,25.17,35,51.17,51,33.68
2021,女,台東縣,其他內分泌腺,0.55,1,58,58,0.96
2021,女,台東縣,不明原發部位,0.74,2,76.5,76.5,1.92
2021,女,台東縣,白血病,3.17,6,61.67,65,5.77
2021,女,台東縣,非何杰金氏淋巴瘤,9.1,12,55.25,64,11.55
2021,女,台東縣,漿細胞瘤,1.65,4,73,73,3.85
2021,女,台東縣,全癌症,285.59,521,62.43,63,501.34
2021,女,金門縣,口腔、口咽及下咽,0.62,1,64,64,1.41
2021,女,金門縣,胃,5.53,7,60.57,64,9.86
2021,女,金門縣,結直腸,14.52,20,66.2,64,28.16
2021,女,金門縣,肝及肝內膽管,2.72,4,79.25,78.5,5.63
2021,女,金門縣,胰,1.62,2,66,66,2.82
2021,女,金門縣,肺、支氣管及氣管,14.3,19,67.26,66,26.76
2021,女,金門縣,皮膚,0.7,1,80,80,1.41
2021,女,金門縣,女性乳房,28.51,31,54.29,52,43.65
2021,女,金門縣,子宮頸,2.57,3,56.33,58,4.22
2021,女,金門縣,子宮體,4.39,5,54.4,52,7.04
2021,女,金門縣,卵巢、輸卵管及寬韌帶,7.6,8,52.5,50,11.27
2021,女,金門縣,腎,4.01,5,53.4,55,7.04
2021,女,金門縣,腦,3.22,4,69,69.5,5.63
2021,女,金門縣,甲狀腺,7.72,8,51,50,11.27
2021,女,金門縣,不明原發部位,0.38,1,94,94,1.41
2021,女,金門縣,白血病,1.16,1,47,47,1.41
2021,女,金門縣,非何杰金氏淋巴瘤,4.97,6,64,68,8.45
2021,女,金門縣,全癌症,104.53,126,60.63,58,177.43
2021,女,連江縣,口腔、口咽及下咽,11.69,1,81,81,17.44
2021,女,連江縣,胃,16.51,1,35,35,17.44
2021,女,連江縣,結直腸,29.78,2,45,45,34.87
2021,女,連江縣,肝及肝內膽管,10.89,1,71,71,17.44
2021,女,連江縣,肺、支氣管及氣管,61.23,5,60.6,65,87.18
2021,女,連江縣,女性乳房,27.97,3,59.67,59,52.31
2021,女,連江縣,腦,34.38,1,0,0,17.44
2021,女,連江縣,非何杰金氏淋巴瘤,13.76,1,49,49,17.44
2021,女,連江縣,全癌症,206.22,15,53.87,57,261.55
2022,全,全國,口腔、口咽及下咽,21.4,"8,350",59.56,59,35.89
2022,全,全國,主唾液腺,0.9,331,58.87,60,1.42
2022,全,全國,鼻咽,4.1,"1,408",53.95,53,6.05
2022,全,全國,食道,6.98,"2,831",61.27,61,12.17
2022,全,全國,胃,9.81,"4,377",68.81,69,18.81
2022,全,全國,小腸,1.25,501,63.45,65,2.15
2022,全,全國,結直腸,41.1,"17,643",66.39,67,75.84
2022,全,全國,肝及肝內膽管,23.65,"10,433",67.75,68,44.84
2022,全,全國,膽囊及肝外膽管,2.44,"1,138",71.04,71,4.89
2022,全,全國,胰,7.41,"3,234",67.72,68,13.9
2022,全,全國,後腹膜腔及腹膜,0.85,317,61.38,64,1.36
2022,全,全國,消化器官其他分界不明部位,0.04,15,65.6,69,0.06
2022,全,全國,鼻腔、中耳及副鼻竇,0.71,266,59.86,60,1.14
2022,全,全國,喉,1.73,743,64.55,64,3.19
2022,全,全國,肺、支氣管及氣管,41.67,"17,982",66.12,66,77.29
2022,全,全國,胸膜,0.26,116,67.97,69,0.5
2022,全,全國,胸腺、心臟與中隔,1.98,704,57.21,59,3.03
2022,全,全國,骨、關節及關節軟骨,0.62,158,47.04,50.5,0.68
2022,全,全國,結締組織、皮下組織及其他軟組織,2.1,707,58,61,3.04
2022,全,全國,皮膚,9.05,"4,206",72.15,73,18.08
2022,全,全國,膀胱,5.35,"2,507",71.5,72,10.78
2022,全,全國,腎,4.93,"1,904",60.77,62,8.18
2022,全,全國,腎盂及其他泌尿系統,3.87,"1,825",72.07,72,7.84
2022,全,全國,眼及淚腺,0.24,53,46.23,53,0.23
2022,全,全國,腦,2.56,739,52.85,57,3.18
2022,全,全國,其他神經系統,0.24,78,55.32,54,0.34
2022,全,全國,甲狀腺,18.02,"5,601",49.96,50,24.08
2022,全,全國,其他內分泌腺,0.99,253,46.56,49,1.09
2022,全,全國,其他分界不明的部位,0.24,93,61.46,63,0.4
2022,全,全國,不明原發部位,1.26,568,70.12,71,2.44
2022,全,全國,何杰金氏淋巴瘤,0.95,214,39.7,34.5,0.92
2022,全,全國,白血病,8.33,"2,871",60.32,64,12.34
2022,全,全國,非何杰金氏淋巴瘤,8.18,"3,219",63.82,66,13.84
2022,全,全國,漿細胞瘤,1.91,855,68.47,69,3.68
2022,全,全國,全癌症,323.3,"130,293",63.54,64,560.05
2022,全,台北市,口腔、口咽及下咽,11.52,512,61.5,62,20.64
2022,全,台北市,主唾液腺,0.89,35,59.14,60,1.41
2022,全,台北市,鼻咽,3.18,118,55.17,55,4.76
2022,全,台北市,食道,3.14,161,66.94,65,6.49
2022,全,台北市,胃,9.7,528,70.99,72,21.28
2022,全,台北市,小腸,1.1,53,66.15,68,2.14
2022,全,台北市,結直腸,35.81,"1,886",69.02,69,76.03
2022,全,台北市,肝及肝內膽管,15.24,798,69.56,71,32.17
2022,全,台北市,膽囊及肝外膽管,1.94,113,73.08,73,4.56
2022,全,台北市,胰,7.86,421,69.67,70,16.97
2022,全,台北市,後腹膜腔及腹膜,1.12,47,62.57,66,1.89
2022,全,台北市,消化器官其他分界不明部位,0.05,3,78,80,0.12
2022,全,台北市,鼻腔、中耳及副鼻竇,0.67,28,59.86,64,1.13
2022,全,台北市,喉,1.22,64,67.67,65,2.58
2022,全,台北市,肺、支氣管及氣管,44.71,"2,208",66.19,67,89.01
2022,全,台北市,胸膜,0.21,11,70,75,0.44
2022,全,台北市,胸腺、心臟與中隔,1.91,82,60.67,62,3.31
2022,全,台北市,骨、關節及關節軟骨,0.99,21,40.19,26,0.85
2022,全,台北市,結締組織、皮下組織及其他軟組織,2.17,80,60.48,64,3.22
2022,全,台北市,皮膚,7.25,410,72.47,73,16.53
2022,全,台北市,膀胱,4.11,238,72.94,73,9.59
2022,全,台北市,腎,5.87,262,62.9,65,10.56
2022,全,台北市,腎盂及其他泌尿系統,2.74,158,72.46,72,6.37
2022,全,台北市,眼及淚腺,0.18,5,54.6,53,0.2
2022,全,台北市,腦,2.5,75,52.51,60,3.02
2022,全,台北市,其他神經系統,0.28,7,44.57,43,0.28
2022,全,台北市,甲狀腺,20.66,676,50.45,50,27.25
2022,全,台北市,其他內分泌腺,1.14,34,51.76,58,1.37
2022,全,台北市,其他分界不明的部位,0.22,9,59.67,55,0.36
2022,全,台北市,不明原發部位,0.81,41,69.15,69,1.65
2022,全,台北市,何杰金氏淋巴瘤,1.24,24,33.21,29.5,0.97
2022,全,台北市,白血病,8.56,346,62.78,66,13.95
2022,全,台北市,非何杰金氏淋巴瘤,9.31,427,66,68,17.21
2022,全,台北市,漿細胞瘤,1.6,88,69.52,69.5,3.55
2022,全,台北市,全癌症,313.46,"14,592",64.85,66,588.23
2022,全,台中市,口腔、口咽及下咽,21.61,964,59.03,59,34.25
2022,全,台中市,主唾液腺,0.96,38,54.92,58,1.35
2022,全,台中市,鼻咽,4.37,175,53.04,53,6.22
2022,全,台中市,食道,7.79,357,60.97,60,12.68
2022,全,台中市,胃,10.65,509,67.34,68,18.09
2022,全,台中市,小腸,1.89,82,61.57,62,2.91
2022,全,台中市,結直腸,44.62,"2,085",65.05,65,74.08
2022,全,台中市,肝及肝內膽管,26.05,"1,254",68.2,69,44.56
2022,全,台中市,膽囊及肝外膽管,2.49,124,71.65,70,4.41
2022,全,台中市,胰,8.32,395,67.08,68,14.03
2022,全,台中市,後腹膜腔及腹膜,0.71,32,60.19,62,1.14
2022,全,台中市,消化器官其他分界不明部位,0.05,3,74.67,69,0.11
2022,全,台中市,鼻腔、中耳及副鼻竇,0.61,24,54.88,50.5,0.85
2022,全,台中市,喉,1.46,71,63.62,65,2.52
2022,全,台中市,肺、支氣管及氣管,42.09,"1,983",65.47,66,70.46
2022,全,台中市,胸膜,0.13,6,66,70.5,0.21
2022,全,台中市,胸腺、心臟與中隔,2.16,85,53.87,54,3.02
2022,全,台中市,骨、關節及關節軟骨,0.54,20,54.35,61,0.71
2022,全,台中市,結締組織、皮下組織及其他軟組織,1.99,78,56.94,60,2.77
2022,全,台中市,皮膚,8.2,401,71.31,71,14.25
2022,全,台中市,膀胱,5.54,274,71.03,71,9.74
2022,全,台中市,腎,4.67,203,59.85,61,7.21
2022,全,台中市,腎盂及其他泌尿系統,3.78,191,73.28,73,6.79
2022,全,台中市,眼及淚腺,0.18,5,43.8,53,0.18
2022,全,台中市,腦,2.57,86,52.98,56,3.06
2022,全,台中市,其他神經系統,0.22,7,47,50,0.25
2022,全,台中市,甲狀腺,18.38,686,49.38,49,24.37
2022,全,台中市,其他內分泌腺,0.87,26,44.58,50,0.92
2022,全,台中市,其他分界不明的部位,0.4,16,60.44,64,0.57
2022,全,台中市,不明原發部位,1.5,72,70.32,72,2.56
2022,全,台中市,何杰金氏淋巴瘤,0.83,23,37.26,26,0.82
2022,全,台中市,白血病,9.34,383,59.89,63,13.61
2022,全,台中市,非何杰金氏淋巴瘤,7.67,337,63.26,65,11.97
2022,全,台中市,漿細胞瘤,1.97,95,65.97,66,3.38
2022,全,台中市,全癌症,340.67,"15,261",62.66,64,542.24
2022,全,台南市,口腔、口咽及下咽,19.82,616,59.01,59,33.24
2022,全,台南市,主唾液腺,1.02,30,58.27,58,1.62
2022,全,台南市,鼻咽,3.93,114,55.76,54,6.15
2022,全,台南市,食道,6.51,214,60.8,60.5,11.55
2022,全,台南市,胃,8.96,311,66.64,67,16.78
2022,全,台南市,小腸,1.02,33,65.42,66,1.78
2022,全,台南市,結直腸,47.88,"1,683",66.45,66,90.83
2022,全,台南市,肝及肝內膽管,27.85,"1,030",68.67,68,55.59
2022,全,台南市,膽囊及肝外膽管,2.67,103,72.54,73,5.56
2022,全,台南市,胰,7.7,269,67.17,67,14.52
2022,全,台南市,後腹膜腔及腹膜,0.72,26,68.15,72,1.4
2022,全,台南市,鼻腔、中耳及副鼻竇,0.76,25,63.36,63,1.35
2022,全,台南市,喉,1.63,61,66.64,66,3.29
2022,全,台南市,肺、支氣管及氣管,47.44,"1,685",66.31,67,90.93
2022,全,台南市,胸膜,0.22,9,68.89,66,0.49
2022,全,台南市,胸腺、心臟與中隔,2.19,66,60.08,62.5,3.56
2022,全,台南市,骨、關節及關節軟骨,0.28,7,58.86,64,0.38
2022,全,台南市,結締組織、皮下組織及其他軟組織,1.89,57,59.35,62,3.08
2022,全,台南市,皮膚,12.74,506,74.14,76,27.31
2022,全,台南市,膀胱,6.75,257,70.51,70,13.87
2022,全,台南市,腎,4.36,137,60.36,63,7.39
2022,全,台南市,腎盂及其他泌尿系統,5.38,210,72.2,72,11.33
2022,全,台南市,眼及淚腺,0.56,7,41.14,56,0.38
2022,全,台南市,腦,2.5,52,49.02,53,2.81
2022,全,台南市,其他神經系統,0.46,12,54.75,57,0.65
2022,全,台南市,甲狀腺,19.9,503,50.83,51,27.15
2022,全,台南市,其他內分泌腺,1.01,19,44.32,47,1.03
2022,全,台南市,其他分界不明的部位,0.14,5,64.6,68,0.27
2022,全,台南市,不明原發部位,1.25,46,70.13,71.5,2.48
2022,全,台南市,何杰金氏淋巴瘤,1,19,40.84,39,1.03
2022,全,台南市,白血病,8.66,237,60.17,64,12.79
2022,全,台南市,非何杰金氏淋巴瘤,7.38,242,65.34,68,13.06
2022,全,台南市,漿細胞瘤,1.84,65,66.8,68,3.51
2022,全,台南市,全癌症,343.01,"11,380",64.2,65,614.14
2022,全,高雄市,口腔、口咽及下咽,24.23,"1,155",60.11,60,42.34
2022,全,高雄市,主唾液腺,0.89,40,58.43,60,1.47
2022,全,高雄市,鼻咽,4.36,173,52.42,52,6.34
2022,全,高雄市,食道,7.01,342,60.92,60,12.54
2022,全,高雄市,胃,9.71,521,68.51,69,19.1
2022,全,高雄市,小腸,1.38,67,63.18,63,2.46
2022,全,高雄市,結直腸,47.25,"2,432",66.19,67,89.15
2022,全,高雄市,肝及肝內膽管,29.64,"1,567",66.83,67,57.44
2022,全,高雄市,膽囊及肝外膽管,2.95,162,69.48,70,5.94
2022,全,高雄市,胰,7.73,409,67.32,69,14.99
2022,全,高雄市,後腹膜腔及腹膜,0.62,30,60.6,63.5,1.1
2022,全,高雄市,鼻腔、中耳及副鼻竇,1.01,43,57.56,56,1.58
2022,全,高雄市,喉,2.3,119,63.72,64,4.36
2022,全,高雄市,肺、支氣管及氣管,40.62,"2,144",66.24,67,78.59
2022,全,高雄市,胸膜,0.58,32,67.38,67.5,1.17
2022,全,高雄市,胸腺、心臟與中隔,2.11,90,56.58,57,3.3
2022,全,高雄市,骨、關節及關節軟骨,0.61,18,46.44,51,0.66
2022,全,高雄市,結締組織、皮下組織及其他軟組織,2.34,91,57.33,58,3.34
2022,全,高雄市,皮膚,12.25,655,70.4,71,24.01
2022,全,高雄市,膀胱,5.97,336,70.69,71,12.32
2022,全,高雄市,腎,4.73,222,60.55,62,8.14
2022,全,高雄市,腎盂及其他泌尿系統,5.19,293,71.01,71,10.74
2022,全,高雄市,眼及淚腺,0.21,6,46.33,51,0.22
2022,全,高雄市,腦,2.24,81,56.49,65,2.97
2022,全,高雄市,其他神經系統,0.27,12,57.17,55,0.44
2022,全,高雄市,甲狀腺,21.56,824,51.53,51,30.2
2022,全,高雄市,其他內分泌腺,1.23,39,49.13,55,1.43
2022,全,高雄市,其他分界不明的部位,0.17,9,63,64,0.33
2022,全,高雄市,不明原發部位,1.61,84,69.9,71.5,3.08
2022,全,高雄市,何杰金氏淋巴瘤,1.07,28,37.82,31,1.03
2022,全,高雄市,白血病,8.71,356,59.8,63.5,13.05
2022,全,高雄市,非何杰金氏淋巴瘤,7.78,372,63.49,65,13.64
2022,全,高雄市,漿細胞瘤,1.8,99,69.57,70,3.63
2022,全,高雄市,全癌症,343.53,"16,753",63.56,65,614.08
2022,全,基隆市,口腔、口咽及下咽,16.11,107,60.93,60,29.6
2022,全,基隆市,主唾液腺,0.64,4,62.5,63,1.11
2022,全,基隆市,鼻咽,5.16,26,51.31,49,7.19
2022,全,基隆市,食道,7.91,54,61.26,61.5,14.94
2022,全,基隆市,胃,11.36,87,71.24,71,24.06
2022,全,基隆市,小腸,1.22,8,65.25,64.5,2.21
2022,全,基隆市,結直腸,40.64,293,67.46,68,81.05
2022,全,基隆市,肝及肝內膽管,22.12,168,69.59,69.5,46.47
2022,全,基隆市,膽囊及肝外膽管,2.68,22,70.14,68,6.09
2022,全,基隆市,胰,6.08,45,67.09,65,12.45
2022,全,基隆市,後腹膜腔及腹膜,0.87,6,64.5,61.5,1.66
2022,全,基隆市,消化器官其他分界不明部位,0.31,1,37,37,0.28
2022,全,基隆市,鼻腔、中耳及副鼻竇,0.41,3,62,66,0.83
2022,全,基隆市,喉,1.99,14,62.71,63.5,3.87
2022,全,基隆市,肺、支氣管及氣管,37.4,278,69.02,69,76.9
2022,全,基隆市,胸膜,0.16,1,77,77,0.28
2022,全,基隆市,胸腺、心臟與中隔,1.69,8,48.38,49.5,2.21
2022,全,基隆市,骨、關節及關節軟骨,0.94,3,52.33,68,0.83
2022,全,基隆市,結締組織、皮下組織及其他軟組織,0.98,8,72.13,70,2.21
2022,全,基隆市,皮膚,5.56,42,69.43,69,11.62
2022,全,基隆市,膀胱,7.34,55,70.76,71,15.21
2022,全,基隆市,腎,3.42,26,65.23,63.5,7.19
2022,全,基隆市,腎盂及其他泌尿系統,3.2,25,71.64,71,6.92
2022,全,基隆市,眼及淚腺,0.23,2,62.5,62.5,0.55
2022,全,基隆市,腦,2.41,15,58.8,61,4.15
2022,全,基隆市,甲狀腺,13.34,67,50.25,50,18.53
2022,全,基隆市,其他內分泌腺,1,3,34.33,25,0.83
2022,全,基隆市,其他分界不明的部位,0.27,2,73,73,0.55
2022,全,基隆市,不明原發部位,0.9,8,73.5,75,2.21
2022,全,基隆市,何杰金氏淋巴瘤,0.97,3,31,22,0.83
2022,全,基隆市,白血病,11.37,60,60.38,67,16.6
2022,全,基隆市,非何杰金氏淋巴瘤,9.39,62,62.98,63.5,17.15
2022,全,基隆市,漿細胞瘤,1.69,13,68.46,66,3.6
2022,全,基隆市,全癌症,299.92,"2,056",65.2,66,568.7
2022,全,新竹市,口腔、口咽及下咽,17.66,120,58.58,58.5,26.52
2022,全,新竹市,主唾液腺,0.97,6,53.83,57,1.33
2022,全,新竹市,鼻咽,3.11,20,52.6,51,4.42
2022,全,新竹市,食道,4.57,31,58.87,60,6.85
2022,全,新竹市,胃,9.49,72,69.81,71,15.91
2022,全,新竹市,小腸,1.38,9,63.11,66,1.99
2022,全,新竹市,結直腸,34.44,251,66.15,66,55.47
2022,全,新竹市,肝及肝內膽管,19.01,136,67.35,68,30.06
2022,全,新竹市,膽囊及肝外膽管,2.93,22,68.05,66.5,4.86
2022,全,新竹市,胰,8.01,56,64.54,66.5,12.38
2022,全,新竹市,後腹膜腔及腹膜,0.89,4,48,56.5,0.88
2022,全,新竹市,鼻腔、中耳及副鼻竇,0.15,1,41,41,0.22
2022,全,新竹市,喉,1.7,12,60.5,64,2.65
2022,全,新竹市,肺、支氣管及氣管,42.69,303,64.78,66,66.97
2022,全,新竹市,胸腺、心臟與中隔,2.36,16,58.31,57.5,3.54
2022,全,新竹市,骨、關節及關節軟骨,0.98,4,37.25,32.5,0.88
2022,全,新竹市,結締組織、皮下組織及其他軟組織,2.19,14,61.64,63,3.09
2022,全,新竹市,皮膚,6,43,67.37,70,9.5
2022,全,新竹市,膀胱,5.04,37,69.49,70,8.18
2022,全,新竹市,腎,6.19,41,60.05,59,9.06
2022,全,新竹市,腎盂及其他泌尿系統,2.15,17,74.76,74,3.76
2022,全,新竹市,眼及淚腺,0.69,2,17.5,17.5,0.44
2022,全,新竹市,腦,3.81,19,42.68,43,4.2
2022,全,新竹市,其他神經系統,0.15,1,57,57,0.22
2022,全,新竹市,甲狀腺,27.52,152,45.83,45.5,33.59
2022,全,新竹市,其他內分泌腺,0.89,4,39.75,42.5,0.88
2022,全,新竹市,其他分界不明的部位,0.15,1,55,55,0.22
2022,全,新竹市,不明原發部位,0.88,7,69,68,1.55
2022,全,新竹市,何杰金氏淋巴瘤,1.18,5,35,38,1.11
2022,全,新竹市,白血病,7.53,44,56.36,59,9.72
2022,全,新竹市,非何杰金氏淋巴瘤,7.7,53,64.64,66,11.71
2022,全,新竹市,漿細胞瘤,2.68,19,64.11,66,4.2
2022,全,新竹市,全癌症,316.64,"2,138",61.3,62,472.51
2022,全,嘉義市,口腔、口咽及下咽,23.76,105,60.31,60,39.94
2022,全,嘉義市,主唾液腺,0.59,2,53.5,53.5,0.76
2022,全,嘉義市,鼻咽,5.76,25,59.36,61,9.51
2022,全,嘉義市,食道,5.93,27,61.22,61,10.27
2022,全,嘉義市,胃,8.54,47,73.81,73,17.88
2022,全,嘉義市,小腸,1.23,6,67.33,67,2.28
2022,全,嘉義市,結直腸,39.65,194,66.62,65,73.79
2022,全,嘉義市,肝及肝內膽管,25.79,136,70.93,72,51.73
2022,全,嘉義市,膽囊及肝外膽管,1.64,9,72.22,76,3.42
2022,全,嘉義市,胰,7,35,67.77,67,13.31
2022,全,嘉義市,後腹膜腔及腹膜,1.1,4,55.25,59,1.52
2022,全,嘉義市,鼻腔、中耳及副鼻竇,0.93,5,72.4,72,1.9
2022,全,嘉義市,喉,0.91,4,58.5,60,1.52
2022,全,嘉義市,肺、支氣管及氣管,43.66,210,65.77,66,79.87
2022,全,嘉義市,胸腺、心臟與中隔,1.55,8,68.13,71,3.04
2022,全,嘉義市,骨、關節及關節軟骨,1.42,4,39.25,40.5,1.52
2022,全,嘉義市,結締組織、皮下組織及其他軟組織,4.1,16,55.63,61,6.09
2022,全,嘉義市,皮膚,11.4,62,73.24,75,23.58
2022,全,嘉義市,膀胱,5.98,30,69.83,71,11.41
2022,全,嘉義市,腎,5.93,26,59.15,57.5,9.89
2022,全,嘉義市,腎盂及其他泌尿系統,4.02,22,71.23,69.5,8.37
2022,全,嘉義市,腦,1.37,5,63.6,70,1.9
2022,全,嘉義市,其他神經系統,0.57,2,50,50,0.76
2022,全,嘉義市,甲狀腺,14.5,51,52.88,51,19.4
2022,全,嘉義市,其他內分泌腺,0.96,4,63,66,1.52
2022,全,嘉義市,其他分界不明的部位,0.38,2,67.5,67.5,0.76
2022,全,嘉義市,不明原發部位,1.31,7,72.86,77,2.66
2022,全,嘉義市,何杰金氏淋巴瘤,3.02,7,33.43,31,2.66
2022,全,嘉義市,白血病,7.9,36,65.64,68,13.69
2022,全,嘉義市,非何杰金氏淋巴瘤,6.48,28,60.79,63.5,10.65
2022,全,嘉義市,漿細胞瘤,1.73,9,67.22,64,3.42
2022,全,嘉義市,全癌症,332.01,"1,528",64.39,65,581.16
2022,全,新北市,口腔、口咽及下咽,18.65,"1,282",59.82,59.5,32.09
2022,全,新北市,主唾液腺,0.88,55,57.62,58,1.38
