癌症診斷年,性別,縣市別,癌症別,年齡標準化發生率  WHO 2000世界標準人口 (每10萬人口) ,癌症發生數,平均年齡,年齡中位數,粗率 (每10萬人口)
2013,全,全國,口腔、口咽及下咽,22.58,"7,342",55.79,55,31.41
2013,全,全國,主唾液腺,0.93,280,54.41,56,1.2
2013,全,全國,鼻咽,4.9,"1,525",51.84,52,6.52
2013,全,全國,食道,7.54,"2,524",58.79,57,10.8
2013,全,全國,胃,10.98,"3,852",68.58,70,16.48
2013,全,全國,小腸,1.15,390,63.09,62,1.67
2013,全,全國,結直腸,45.36,"15,502",66.01,66,66.32
2013,全,全國,肝及肝內膽管,35.37,"11,884",64.97,65,50.84
2013,全,全國,膽囊及肝外膽管,2.71,953,70.05,71,4.08
2013,全,全國,胰,6.19,"2,124",67.37,68,9.09
2013,全,全國,後腹膜腔及腹膜,0.89,261,55.9,59,1.12
2013,全,全國,消化器官其他分界不明部位,0.04,15,70.13,78,0.06
2013,全,全國,鼻腔、中耳及副鼻竇,0.7,228,58.11,55.5,0.98
2013,全,全國,喉,2.08,701,62.25,61,3
2013,全,全國,肺、支氣管及氣管,35.27,"12,189",67.49,68,52.15
2013,全,全國,胸膜,0.2,64,63.17,65,0.27
2013,全,全國,胸腺、心臟與中隔,1.09,334,54.81,55,1.43
2013,全,全國,骨、關節及關節軟骨,0.66,158,40.25,38,0.68
2013,全,全國,結締組織、皮下組織及其他軟組織,2.14,619,53.44,56,2.65
2013,全,全國,皮膚,10.57,"3,763",70.69,74,16.1
2013,全,全國,膀胱,6.04,"2,132",69.91,71,9.12
2013,全,全國,腎,3.95,"1,286",61.15,62,5.5
2013,全,全國,腎盂及其他泌尿系統,4.39,"1,510",69.93,71,6.46
2013,全,全國,眼及淚腺,0.33,70,45.87,50.5,0.3
2013,全,全國,腦,2.64,702,49.87,53.5,3
2013,全,全國,其他神經系統,0.37,111,56.32,60,0.47
2013,全,全國,甲狀腺,10.68,"3,169",48.96,49,13.56
2013,全,全國,其他內分泌腺,0.42,85,34.88,36,0.36
2013,全,全國,其他分界不明的部位,0.04,11,54.18,55,0.05
2013,全,全國,不明原發部位,2.39,846,68.06,70,3.62
2013,全,全國,何杰金氏淋巴瘤,0.84,203,38.66,31,0.87
2013,全,全國,白血病,7.74,"2,194",55.91,60,9.39
2013,全,全國,非何杰金氏淋巴瘤,7.24,"2,352",61.79,63,10.06
2013,全,全國,漿細胞瘤,1.6,552,67.13,68,2.36
2013,全,全國,全癌症,307.84,"101,942",62.5,62,436.14
2013,全,台北市,口腔、口咽及下咽,12.72,524,59.11,58,19.5
2013,全,台北市,主唾液腺,1.03,37,56.57,59,1.38
2013,全,台北市,鼻咽,4,149,52.35,52,5.55
2013,全,台北市,食道,3.77,164,62.53,60,6.1
2013,全,台北市,胃,11.04,509,69.57,70,18.95
2013,全,台北市,小腸,1.01,43,64.93,66,1.6
2013,全,台北市,結直腸,41.52,"1,846",67.68,68,68.71
2013,全,台北市,肝及肝內膽管,22.89,"1,007",66.75,66,37.48
2013,全,台北市,膽囊及肝外膽管,2.16,104,71.88,72.5,3.87
2013,全,台北市,胰,6.1,282,70.73,72,10.5
2013,全,台北市,後腹膜腔及腹膜,1.11,46,61.04,61.5,1.71
2013,全,台北市,消化器官其他分界不明部位,0.01,1,92,92,0.04
2013,全,台北市,鼻腔、中耳及副鼻竇,0.73,30,62.53,62.5,1.12
2013,全,台北市,喉,1.41,61,64.13,63,2.27
2013,全,台北市,肺、支氣管及氣管,33.52,"1,512",68.4,69,56.28
2013,全,台北市,胸膜,0.23,8,58.5,64,0.3
2013,全,台北市,胸腺、心臟與中隔,1.24,47,56.11,56,1.75
2013,全,台北市,骨、關節及關節軟骨,0.77,21,40.9,38,0.78
2013,全,台北市,結締組織、皮下組織及其他軟組織,1.98,73,55.79,58,2.72
2013,全,台北市,皮膚,8.35,381,69.88,72,14.18
2013,全,台北市,膀胱,5.21,245,71.31,72,9.12
2013,全,台北市,腎,4.81,198,61.96,62,7.37
2013,全,台北市,腎盂及其他泌尿系統,3.5,159,69.74,71,5.92
2013,全,台北市,眼及淚腺,0.19,6,47,54.5,0.22
2013,全,台北市,腦,2.72,87,50.29,52,3.24
2013,全,台北市,其他神經系統,0.31,14,68.93,70.5,0.52
2013,全,台北市,甲狀腺,13.72,486,50.18,50,18.09
2013,全,台北市,其他內分泌腺,0.26,5,27.2,20,0.19
2013,全,台北市,其他分界不明的部位,0.02,1,80,80,0.04
2013,全,台北市,不明原發部位,1.8,87,72.21,72,3.24
2013,全,台北市,何杰金氏淋巴瘤,1.11,29,39.1,32,1.08
2013,全,台北市,白血病,7.83,286,58.51,62,10.65
2013,全,台北市,非何杰金氏淋巴瘤,8.03,334,63.04,63,12.43
2013,全,台北市,漿細胞瘤,1.27,56,66.95,66.5,2.08
2013,全,台北市,全癌症,284.72,"12,025",63.89,64,447.61
2013,全,台中市,口腔、口咽及下咽,22.72,794,55.78,54,29.39
2013,全,台中市,主唾液腺,1.08,36,53.47,50.5,1.33
2013,全,台中市,鼻咽,5.13,176,50.77,49,6.51
2013,全,台中市,食道,9.06,325,57.92,57,12.03
2013,全,台中市,胃,9.8,341,68.18,70,12.62
2013,全,台中市,小腸,1,35,57.03,56,1.3
2013,全,台中市,結直腸,50.19,"1,731",65.12,65,64.07
2013,全,台中市,肝及肝內膽管,36.66,"1,240",65.09,65,45.9
2013,全,台中市,膽囊及肝外膽管,2.2,77,67.9,70,2.85
2013,全,台中市,胰,6.33,217,65.88,65,8.03
2013,全,台中市,後腹膜腔及腹膜,0.86,29,59.83,59,1.07
2013,全,台中市,消化器官其他分界不明部位,0.03,1,78,78,0.04
2013,全,台中市,鼻腔、中耳及副鼻竇,0.72,25,56.24,52,0.93
2013,全,台中市,喉,2.4,85,62.49,61,3.15
2013,全,台中市,肺、支氣管及氣管,34.66,"1,205",65.67,65,44.6
2013,全,台中市,胸膜,0.12,4,61.5,62.5,0.15
2013,全,台中市,胸腺、心臟與中隔,0.55,18,48.17,44.5,0.67
2013,全,台中市,骨、關節及關節軟骨,0.36,10,37.5,27.5,0.37
2013,全,台中市,結締組織、皮下組織及其他軟組織,2.19,69,50.91,54,2.55
2013,全,台中市,皮膚,8.97,318,69.31,72,11.77
2013,全,台中市,膀胱,7.52,257,69.32,69,9.51
2013,全,台中市,腎,3.68,124,60.32,61,4.59
2013,全,台中市,腎盂及其他泌尿系統,4.52,151,68.89,70,5.59
2013,全,台中市,眼及淚腺,0.25,6,42.67,48.5,0.22
2013,全,台中市,腦,2.77,84,48.77,52.5,3.11
2013,全,台中市,其他神經系統,0.19,5,52,64,0.19
2013,全,台中市,甲狀腺,9.48,315,48.02,48,11.66
2013,全,台中市,其他內分泌腺,0.51,13,38.46,46,0.48
2013,全,台中市,其他分界不明的部位,0.03,1,55,55,0.04
2013,全,台中市,不明原發部位,2.51,89,65.25,62,3.29
2013,全,台中市,何杰金氏淋巴瘤,0.53,15,33,28,0.56
2013,全,台中市,白血病,9.37,280,51.89,55,10.36
2013,全,台中市,非何杰金氏淋巴瘤,7.57,254,60.87,62,9.4
2013,全,台中市,漿細胞瘤,1.99,68,67.31,68,2.52
2013,全,台中市,全癌症,320.33,"10,947",61.18,61,405.2
2013,全,台南市,口腔、口咽及下咽,20.6,552,54.99,54,29.31
2013,全,台南市,主唾液腺,0.78,21,63.48,67,1.12
2013,全,台南市,鼻咽,4.64,118,52.39,52,6.27
2013,全,台南市,食道,6.91,191,58.1,56,10.14
2013,全,台南市,胃,9.19,267,66.67,66,14.18
2013,全,台南市,小腸,1.25,34,58.94,60,1.81
2013,全,台南市,結直腸,50.03,"1,430",66.31,67,75.93
2013,全,台南市,肝及肝內膽管,43.25,"1,214",64.71,65,64.46
2013,全,台南市,膽囊及肝外膽管,2.94,87,68.98,73,4.62
2013,全,台南市,胰,6.34,184,67.42,69,9.77
2013,全,台南市,後腹膜腔及腹膜,0.67,16,54.38,56.5,0.85
2013,全,台南市,消化器官其他分界不明部位,0.03,1,79,79,0.05
2013,全,台南市,鼻腔、中耳及副鼻竇,0.97,25,56.16,54,1.33
2013,全,台南市,喉,1.76,50,64.9,65,2.66
2013,全,台南市,肺、支氣管及氣管,34.2,"1,000",67.49,69,53.1
2013,全,台南市,胸膜,0.07,2,78.5,78.5,0.11
2013,全,台南市,胸腺、心臟與中隔,1.27,30,54.83,58.5,1.59
2013,全,台南市,骨、關節及關節軟骨,0.91,14,29.14,22,0.74
2013,全,台南市,結締組織、皮下組織及其他軟組織,2.15,53,54.74,55,2.81
2013,全,台南市,皮膚,17.47,530,71.02,75,28.14
2013,全,台南市,膀胱,7.29,215,70.29,71,11.42
2013,全,台南市,腎,4.79,128,61.72,63,6.8
2013,全,台南市,腎盂及其他泌尿系統,6.94,201,70.24,72,10.67
2013,全,台南市,眼及淚腺,0.38,8,55.25,63.5,0.42
2013,全,台南市,腦,2.83,61,49.16,52,3.24
2013,全,台南市,其他神經系統,0.28,8,59.25,57.5,0.42
2013,全,台南市,甲狀腺,11.29,273,49.73,50,14.5
2013,全,台南市,其他內分泌腺,0.53,9,41.22,45,0.48
2013,全,台南市,不明原發部位,2.49,73,67.53,70,3.88
2013,全,台南市,何杰金氏淋巴瘤,0.72,13,34.23,28,0.69
2013,全,台南市,白血病,7.66,175,53.35,57,9.29
2013,全,台南市,非何杰金氏淋巴瘤,6.38,172,62.99,65,9.13
2013,全,台南市,漿細胞瘤,1.4,39,66.92,69,2.07
2013,全,台南市,全癌症,322.39,"8,925",63.07,63,473.93
2013,全,高雄市,口腔、口咽及下咽,27.33,"1,090",55.85,55,39.21
2013,全,高雄市,主唾液腺,1.06,38,50.26,48.5,1.37
2013,全,高雄市,鼻咽,5.53,209,51.37,52,7.52
2013,全,高雄市,食道,8.1,326,57.68,56,11.73
2013,全,高雄市,胃,11.79,484,67.67,69,17.41
2013,全,高雄市,小腸,1.07,45,63.58,61,1.62
2013,全,高雄市,結直腸,48.52,"1,975",65.25,65,71.05
2013,全,高雄市,肝及肝內膽管,41.9,"1,698",64.08,64,61.08
2013,全,高雄市,膽囊及肝外膽管,2.68,111,67.86,67,3.99
2013,全,高雄市,胰,6.69,270,65.17,66,9.71
2013,全,高雄市,後腹膜腔及腹膜,1,35,54.43,59,1.26
2013,全,高雄市,消化器官其他分界不明部位,0.02,1,81,81,0.04
2013,全,高雄市,鼻腔、中耳及副鼻竇,0.56,22,58.55,57.5,0.79
2013,全,高雄市,喉,2.76,114,60.75,60,4.1
2013,全,高雄市,肺、支氣管及氣管,34.51,"1,411",66.42,66,50.76
2013,全,高雄市,胸膜,0.37,15,69.2,67,0.54
2013,全,高雄市,胸腺、心臟與中隔,1.43,54,54.09,55,1.94
2013,全,高雄市,骨、關節及關節軟骨,0.56,16,40.56,39,0.58
2013,全,高雄市,結締組織、皮下組織及其他軟組織,2.13,77,54.47,58,2.77
2013,全,高雄市,皮膚,14.22,589,70.4,72,21.19
2013,全,高雄市,膀胱,6.25,260,68.37,68,9.35
2013,全,高雄市,腎,3.41,131,58.74,59,4.71
2013,全,高雄市,腎盂及其他泌尿系統,6.16,252,68.62,70,9.07
2013,全,高雄市,眼及淚腺,0.64,11,24.09,4,0.4
2013,全,高雄市,腦,3.06,92,47.65,50.5,3.31
2013,全,高雄市,其他神經系統,0.45,18,57.83,56.5,0.65
2013,全,高雄市,甲狀腺,10.37,376,50.02,50,13.53
2013,全,高雄市,其他內分泌腺,0.27,6,29.5,24.5,0.22
2013,全,高雄市,其他分界不明的部位,0.02,1,62,62,0.04
2013,全,高雄市,不明原發部位,2.35,99,69.36,70,3.56
2013,全,高雄市,何杰金氏淋巴瘤,0.74,23,42.83,34,0.83
2013,全,高雄市,白血病,7.92,269,57.41,61,9.68
2013,全,高雄市,非何杰金氏淋巴瘤,7.29,278,60.08,62,10
2013,全,高雄市,漿細胞瘤,1.92,78,65.38,65.5,2.81
2013,全,高雄市,全癌症,332.07,"13,192",62.02,62,474.55
2013,全,基隆市,口腔、口咽及下咽,18.63,103,54.84,52,27.47
2013,全,基隆市,主唾液腺,0.78,4,49.25,54,1.07
2013,全,基隆市,鼻咽,4.31,23,54.87,52,6.13
2013,全,基隆市,食道,5.85,35,63.91,62,9.34
2013,全,基隆市,胃,16.51,98,67.37,68,26.14
2013,全,基隆市,小腸,1.46,8,59.38,60.5,2.13
2013,全,基隆市,結直腸,47.51,276,66.11,66,73.62
2013,全,基隆市,肝及肝內膽管,31.41,181,63.87,63,48.28
2013,全,基隆市,膽囊及肝外膽管,2.34,14,71.14,72.5,3.73
2013,全,基隆市,胰,8.23,47,63.96,65,12.54
2013,全,基隆市,後腹膜腔及腹膜,0.52,3,58.67,55,0.8
2013,全,基隆市,鼻腔、中耳及副鼻竇,0.46,3,59.67,61,0.8
2013,全,基隆市,喉,1.55,9,60.22,59,2.4
2013,全,基隆市,肺、支氣管及氣管,37.52,218,68.78,69,58.15
2013,全,基隆市,胸膜,0.29,2,84,84,0.53
2013,全,基隆市,胸腺、心臟與中隔,1.01,5,51.8,46,1.33
2013,全,基隆市,結締組織、皮下組織及其他軟組織,1.92,9,45.44,53,2.4
2013,全,基隆市,皮膚,6.51,36,64.69,67.5,9.6
2013,全,基隆市,膀胱,5.35,31,69.84,71,8.27
2013,全,基隆市,腎,4.52,26,61.77,61.5,6.93
2013,全,基隆市,腎盂及其他泌尿系統,4.09,24,73,72,6.4
2013,全,基隆市,眼及淚腺,0.85,3,40.33,29,0.8
2013,全,基隆市,腦,2.96,13,51.54,54,3.47
2013,全,基隆市,其他神經系統,0.53,3,65.67,71,0.8
2013,全,基隆市,甲狀腺,11.52,57,48.21,50,15.2
2013,全,基隆市,其他內分泌腺,0.38,2,61,61,0.53
2013,全,基隆市,不明原發部位,1.66,9,60.67,61,2.4
2013,全,基隆市,何杰金氏淋巴瘤,1.24,5,36.6,32,1.33
2013,全,基隆市,白血病,7.54,35,54.71,57,9.34
2013,全,基隆市,非何杰金氏淋巴瘤,8.74,51,64.92,64,13.6
2013,全,基隆市,漿細胞瘤,1.3,9,74.67,78,2.4
2013,全,基隆市,全癌症,309.35,"1,729",62.57,62,461.17
2013,全,新竹市,口腔、口咽及下咽,15.17,82,54.61,54,19.14
2013,全,新竹市,主唾液腺,2.39,10,45.3,45,2.33
2013,全,新竹市,鼻咽,4.52,24,53.75,52,5.6
2013,全,新竹市,食道,8.84,49,59.55,56,11.44
2013,全,新竹市,胃,16.05,90,69.84,72,21
2013,全,新竹市,小腸,1.07,6,64.33,61.5,1.4
2013,全,新竹市,結直腸,47.22,256,66.54,67,59.75
2013,全,新竹市,肝及肝內膽管,36.16,194,66.21,66.5,45.28
2013,全,新竹市,膽囊及肝外膽管,3.76,20,70.35,72,4.67
2013,全,新竹市,胰,5.87,31,68.68,68,7.23
2013,全,新竹市,後腹膜腔及腹膜,1.26,6,52.5,60.5,1.4
2013,全,新竹市,消化器官其他分界不明部位,0.21,1,74,74,0.23
2013,全,新竹市,鼻腔、中耳及副鼻竇,0.8,4,46.5,41,0.93
2013,全,新竹市,喉,1.77,9,64.89,67,2.1
2013,全,新竹市,肺、支氣管及氣管,34.3,187,66.25,69,43.64
2013,全,新竹市,胸膜,0.19,1,77,77,0.23
2013,全,新竹市,胸腺、心臟與中隔,0.75,4,54.25,51.5,0.93
2013,全,新竹市,骨、關節及關節軟骨,0.67,3,35.67,32,0.7
2013,全,新竹市,結締組織、皮下組織及其他軟組織,1.19,7,54.71,50,1.63
2013,全,新竹市,皮膚,7.97,43,67.51,75,10.04
2013,全,新竹市,膀胱,4.91,28,70.64,70.5,6.53
2013,全,新竹市,腎,4.86,27,60.85,62,6.3
2013,全,新竹市,腎盂及其他泌尿系統,3.27,18,69.06,67,4.2
2013,全,新竹市,眼及淚腺,0.5,2,41.5,41.5,0.47
2013,全,新竹市,腦,2.34,11,52,51,2.57
2013,全,新竹市,其他神經系統,0.35,1,0,0,0.23
2013,全,新竹市,甲狀腺,13.34,67,48.66,48,15.64
2013,全,新竹市,其他內分泌腺,0.52,2,28,28,0.47
2013,全,新竹市,不明原發部位,3.04,16,66.13,70.5,3.73
2013,全,新竹市,何杰金氏淋巴瘤,0.6,2,17,17,0.47
2013,全,新竹市,白血病,6.88,32,50.84,56.5,7.47
2013,全,新竹市,非何杰金氏淋巴瘤,7.81,39,62.67,66,9.1
2013,全,新竹市,漿細胞瘤,2.94,16,70.19,68,3.73
2013,全,新竹市,全癌症,311.87,"1,668",62.08,63,389.28
2013,全,嘉義市,口腔、口咽及下咽,26.56,98,56.24,56.5,36.18
2013,全,嘉義市,主唾液腺,0.79,3,65.33,70,1.11
2013,全,嘉義市,鼻咽,3.97,14,55,50,5.17
2013,全,嘉義市,食道,6.3,24,55.17,54.5,8.86
2013,全,嘉義市,胃,12.85,53,70.06,70,19.57
2013,全,嘉義市,小腸,2.81,11,65.18,69,4.06
2013,全,嘉義市,結直腸,54.41,220,68.32,68,81.22
2013,全,嘉義市,肝及肝內膽管,62.18,242,65.74,66,89.34
2013,全,嘉義市,膽囊及肝外膽管,3.68,15,69.4,67,5.54
2013,全,嘉義市,胰,7.95,31,68.06,71,11.44
2013,全,嘉義市,後腹膜腔及腹膜,0.58,2,63,63,0.74
2013,全,嘉義市,消化器官其他分界不明部位,0.17,1,87,87,0.37
2013,全,嘉義市,鼻腔、中耳及副鼻竇,0.77,3,62.67,58,1.11
2013,全,嘉義市,喉,1.91,7,61.29,63,2.58
2013,全,嘉義市,肺、支氣管及氣管,37.49,150,66.27,65,55.38
2013,全,嘉義市,胸腺、心臟與中隔,1.24,4,54.25,56,1.48
2013,全,嘉義市,結締組織、皮下組織及其他軟組織,2.34,6,45.17,47,2.22
2013,全,嘉義市,皮膚,12.96,57,73.74,78,21.04
2013,全,嘉義市,膀胱,5.84,24,70.17,69,8.86
2013,全,嘉義市,腎,4.7,17,57.65,60,6.28
2013,全,嘉義市,腎盂及其他泌尿系統,5.18,21,70.05,70,7.75
2013,全,嘉義市,腦,1.2,4,51.25,49.5,1.48
2013,全,嘉義市,甲狀腺,11.52,39,48.62,46,14.4
2013,全,嘉義市,其他內分泌腺,1.18,2,21,21,0.74
2013,全,嘉義市,不明原發部位,1.91,8,65.63,64,2.95
2013,全,嘉義市,何杰金氏淋巴瘤,2.01,5,31.6,23,1.85
2013,全,嘉義市,白血病,5.89,23,65.13,70,8.49
2013,全,嘉義市,非何杰金氏淋巴瘤,6.56,28,73.46,76.5,10.34
2013,全,嘉義市,漿細胞瘤,2.34,9,64.22,63,3.32
2013,全,嘉義市,全癌症,355.13,"1,372",63.86,64,506.51
2013,全,新北市,口腔、口咽及下咽,19.78,"1,087",54.88,54,27.48
2013,全,新北市,主唾液腺,1.1,50,48.9,53,1.26
2013,全,新北市,鼻咽,5.2,276,51.53,52,6.98
2013,全,新北市,食道,6.9,375,59.25,57,9.48
2013,全,新北市,胃,13.61,713,67.81,69,18.03
2013,全,新北市,小腸,1.08,57,60.12,58,1.44
2013,全,新北市,結直腸,49.57,"2,605",64.24,64,65.87
2013,全,新北市,肝及肝內膽管,31.32,"1,630",64.14,64,41.21
2013,全,新北市,膽囊及肝外膽管,2.84,145,69.97,71,3.67
2013,全,新北市,胰,7.04,369,65.67,65,9.33
2013,全,新北市,後腹膜腔及腹膜,1.18,50,48.72,56,1.26
2013,全,新北市,消化器官其他分界不明部位,0.04,2,61.5,61.5,0.05
2013,全,新北市,鼻腔、中耳及副鼻竇,0.56,31,55.03,55,0.78
2013,全,新北市,喉,1.88,103,61.66,61,2.6
2013,全,新北市,肺、支氣管及氣管,39.43,"2,067",66.73,67,52.26
2013,全,新北市,胸膜,0.1,6,53,56.5,0.15
2013,全,新北市,胸腺、心臟與中隔,1.25,67,55.69,58,1.69
2013,全,新北市,骨、關節及關節軟骨,0.7,29,43.14,42,0.73
2013,全,新北市,結締組織、皮下組織及其他軟組織,2.69,126,52.74,55.5,3.19
2013,全,新北市,皮膚,8.62,446,68.94,70,11.28
2013,全,新北市,膀胱,5.85,307,68.29,69,7.76
2013,全,新北市,腎,4.74,247,60.52,61,6.25
2013,全,新北市,腎盂及其他泌尿系統,3.43,175,69.4,71,4.42
2013,全,新北市,眼及淚腺,0.14,5,37.4,35,0.13
2013,全,新北市,腦,3.01,129,50.05,52,3.26
2013,全,新北市,其他神經系統,0.47,22,50.09,53,0.56
2013,全,新北市,甲狀腺,12.96,660,48.15,48,16.69
2013,全,新北市,其他內分泌腺,0.49,16,33.88,43,0.4
2013,全,新北市,其他分界不明的部位,0.04,2,49,49,0.05
2013,全,新北市,不明原發部位,2.63,137,67.38,70,3.46
2013,全,新北市,何杰金氏淋巴瘤,0.96,38,36.47,30.5,0.96
2013,全,新北市,白血病,8.29,365,55.23,60,9.23
2013,全,新北市,非何杰金氏淋巴瘤,7.71,403,61.22,61,10.19
2013,全,新北市,漿細胞瘤,1.65,86,66.2,66,2.17
2013,全,新北市,全癌症,324.01,"16,884",60.96,61,426.91
2013,全,桃園市,口腔、口咽及下咽,19.67,519,53.38,53,25.39
2013,全,桃園市,主唾液腺,0.98,25,57.52,55,1.22
2013,全,桃園市,鼻咽,5.24,137,49.11,48,6.7
2013,全,桃園市,食道,8.3,219,58.01,54,10.71
2013,全,桃園市,胃,11.34,288,67.61,70,14.09
2013,全,桃園市,小腸,1.58,40,62.18,62,1.96
2013,全,桃園市,結直腸,46.85,"1,181",65.25,66,57.78
2013,全,桃園市,肝及肝內膽管,29.9,741,63.49,64,36.25
2013,全,桃園市,膽囊及肝外膽管,3.22,80,68.83,72,3.91
2013,全,桃園市,胰,5.27,136,66.35,65.5,6.65
2013,全,桃園市,後腹膜腔及腹膜,0.69,18,65.78,62.5,0.88
2013,全,桃園市,消化器官其他分界不明部位,0.1,2,31.5,31.5,0.1
2013,全,桃園市,鼻腔、中耳及副鼻竇,0.63,17,59.12,51,0.83
2013,全,桃園市,喉,2.42,59,63.58,63,2.89
2013,全,桃園市,肺、支氣管及氣管,35.52,902,67.47,68,44.13
2013,全,桃園市,胸膜,0.36,8,56.5,58,0.39
2013,全,桃園市,胸腺、心臟與中隔,1.06,25,54.6,56,1.22
2013,全,桃園市,骨、關節及關節軟骨,0.78,17,38.12,39,0.83
2013,全,桃園市,結締組織、皮下組織及其他軟組織,1.79,42,50.71,53.5,2.05
2013,全,桃園市,皮膚,6.69,176,69.07,73,8.61
2013,全,桃園市,膀胱,4.77,125,70.08,71,6.12
2013,全,桃園市,腎,3.63,91,60.8,61,4.45
2013,全,桃園市,腎盂及其他泌尿系統,3.83,95,70.48,72,4.65
2013,全,桃園市,眼及淚腺,0.16,3,48,58,0.15
2013,全,桃園市,腦,2.53,57,50.81,54,2.79
2013,全,桃園市,其他神經系統,0.53,11,42.91,58,0.54
2013,全,桃園市,甲狀腺,7.51,185,45.26,46,9.05
2013,全,桃園市,其他內分泌腺,0.68,12,24,21.5,0.59
2013,全,桃園市,其他分界不明的部位,0.09,2,59.5,59.5,0.1
2013,全,桃園市,不明原發部位,2.4,62,64.9,65,3.03
2013,全,桃園市,何杰金氏淋巴瘤,0.98,21,41.95,35,1.03
2013,全,桃園市,白血病,7.33,169,55.16,58,8.27
2013,全,桃園市,非何杰金氏淋巴瘤,6.8,173,60.66,61,8.46
2013,全,桃園市,漿細胞瘤,1.52,41,67.1,64,2.01
2013,全,桃園市,全癌症,290.14,"7,343",61.15,61,359.24
2013,全,新竹縣,口腔、口咽及下咽,14.71,98,53.72,53,18.47
2013,全,新竹縣,主唾液腺,0.48,3,55.67,57,0.57
2013,全,新竹縣,鼻咽,5.49,36,54.06,51,6.79
2013,全,新竹縣,食道,6.32,44,58.14,53,8.29
2013,全,新竹縣,胃,10.03,75,66.79,71,14.14
2013,全,新竹縣,小腸,1.07,7,57.57,62,1.32
2013,全,新竹縣,結直腸,39.64,285,65.88,67,53.72
2013,全,新竹縣,肝及肝內膽管,23.53,166,64.08,65.5,31.29
2013,全,新竹縣,膽囊及肝外膽管,2.5,19,74.21,74,3.58
2013,全,新竹縣,胰,6.66,51,70.65,74,9.61
2013,全,新竹縣,後腹膜腔及腹膜,0.99,6,54.67,56,1.13
2013,全,新竹縣,鼻腔、中耳及副鼻竇,0.81,6,54,44.5,1.13
2013,全,新竹縣,喉,0.77,5,62.8,64,0.94
2013,全,新竹縣,肺、支氣管及氣管,27.86,204,67.76,70,38.46
2013,全,新竹縣,胸膜,0.53,4,77,77,0.75
2013,全,新竹縣,胸腺、心臟與中隔,0.52,4,70.5,76,0.75
2013,全,新竹縣,骨、關節及關節軟骨,1.35,6,26.5,20,1.13
2013,全,新竹縣,結締組織、皮下組織及其他軟組織,2.34,12,42.5,56.5,2.26
2013,全,新竹縣,皮膚,6.12,47,69.04,72,8.86
2013,全,新竹縣,膀胱,4.93,37,69.08,67,6.97
2013,全,新竹縣,腎,3.12,22,66.91,72.5,4.15
2013,全,新竹縣,腎盂及其他泌尿系統,3.26,24,70.71,72,4.52
2013,全,新竹縣,眼及淚腺,0.3,1,1,1,0.19
2013,全,新竹縣,腦,2.63,15,43.73,49,2.83
2013,全,新竹縣,其他神經系統,0.29,2,54.5,54.5,0.38
2013,全,新竹縣,甲狀腺,8.43,54,47.65,49,10.18
2013,全,新竹縣,其他內分泌腺,0.46,2,31.5,31.5,0.38
2013,全,新竹縣,不明原發部位,2.96,21,62.38,59,3.96
2013,全,新竹縣,何杰金氏淋巴瘤,0.45,2,18.5,18.5,0.38
2013,全,新竹縣,白血病,8.99,57,57.61,65,10.74
2013,全,新竹縣,非何杰金氏淋巴瘤,7.43,51,59.94,57,9.61
2013,全,新竹縣,漿細胞瘤,1.82,13,66.31,65,2.45
2013,全,新竹縣,全癌症,258.14,"1,793",61.63,62,337.99
2013,全,宜蘭縣,口腔、口咽及下咽,19.75,127,56.2,55,27.7
2013,全,宜蘭縣,主唾液腺,0.44,3,58,56,0.65
2013,全,宜蘭縣,鼻咽,6.6,40,50.83,51.5,8.72
2013,全,宜蘭縣,食道,9.7,67,61.16,61,14.61
2013,全,宜蘭縣,胃,16.46,135,73.1,75,29.45
2013,全,宜蘭縣,小腸,2.14,17,71.53,73,3.71
2013,全,宜蘭縣,結直腸,40.87,294,67.35,68,64.13
2013,全,宜蘭縣,肝及肝內膽管,34.12,246,65.91,67,53.66
2013,全,宜蘭縣,膽囊及肝外膽管,4.25,33,72.76,73,7.2
2013,全,宜蘭縣,胰,6.75,53,71.02,73,11.56
2013,全,宜蘭縣,後腹膜腔及腹膜,1.35,6,47.83,52,1.31
2013,全,宜蘭縣,鼻腔、中耳及副鼻竇,1.82,11,55.91,55,2.4
2013,全,宜蘭縣,喉,1.36,10,67.6,72,2.18
2013,全,宜蘭縣,肺、支氣管及氣管,39.3,299,70.06,73,65.22
2013,全,宜蘭縣,胸膜,0.36,2,58,58,0.44
2013,全,宜蘭縣,胸腺、心臟與中隔,1.18,5,45.4,49,1.09
2013,全,宜蘭縣,骨、關節及關節軟骨,2.23,9,35,37,1.96
2013,全,宜蘭縣,結締組織、皮下組織及其他軟組織,1.92,12,54.83,52.5,2.62
2013,全,宜蘭縣,皮膚,10.8,87,72.83,74,18.98
2013,全,宜蘭縣,膀胱,6.13,47,71.15,71,10.25
2013,全,宜蘭縣,腎,4.69,34,65.65,65.5,7.42
2013,全,宜蘭縣,腎盂及其他泌尿系統,2.86,24,75.29,75.5,5.23
2013,全,宜蘭縣,眼及淚腺,0.2,2,80.5,80.5,0.44
2013,全,宜蘭縣,腦,2.63,13,51.92,54,2.84
2013,全,宜蘭縣,其他神經系統,0.65,4,54.25,52,0.87
2013,全,宜蘭縣,甲狀腺,9.04,53,51.57,52,11.56
2013,全,宜蘭縣,其他內分泌腺,0.26,1,19,19,0.22
